xmin,xmax,xmid,count,density,n
3.2,3.3000000000000003,3.25,1,0.029585798816568018,338
3.3000000000000003,3.4000000000000004,3.3500000000000005,3,0.08875739644970405,338
3.4000000000000004,3.5,3.45,18,0.5325443786982267,338
3.5,3.6,3.55,19,0.5621301775147923,338
3.6,3.7,3.6500000000000004,27,0.7988165680473365,338
3.7,3.8000000000000003,3.75,29,0.8579881656804725,338
3.8000000000000003,3.9000000000000004,3.8500000000000005,27,0.7988165680473365,338
3.9000000000000004,4,3.95,34,1.005917159763317,338
4,4.1000000000000005,4.050000000000001,15,0.4437869822485183,338
4.1000000000000005,4.2,4.15,19,0.5621301775147949,338
4.2,4.300000000000001,4.25,15,0.4437869822485183,338
4.300000000000001,4.4,4.3500000000000005,18,0.5325443786982267,338
4.4,4.5,4.45,16,0.4733727810650904,338
4.5,4.6000000000000005,4.550000000000001,11,0.3254437869822468,338
4.6000000000000005,4.7,4.65,11,0.32544378698224963,338
4.7,4.800000000000001,4.75,11,0.3254437869822468,338
4.800000000000001,4.9,4.8500000000000005,4,0.1183431952662726,338
4.9,5,4.95,9,0.26627218934911334,338
5,5.1000000000000005,5.050000000000001,7,0.20710059171597522,338
5.1000000000000005,5.200000000000001,5.15,7,0.20710059171597522,338
5.200000000000001,5.300000000000001,5.250000000000001,4,0.1183431952662726,338
5.300000000000001,5.4,5.3500000000000005,4,0.1183431952662726,338
5.4,5.5,5.45,2,0.0591715976331363,338
5.5,5.6000000000000005,5.550000000000001,1,0.02958579881656789,338
5.6000000000000005,5.700000000000001,5.65,2,0.05917159763313578,338
5.700000000000001,5.800000000000001,5.750000000000001,2,0.0591715976331363,338
5.800000000000001,5.9,5.8500000000000005,4,0.1183431952662726,338
5.9,6.000000000000001,5.950000000000001,2,0.05917159763313578,338
6.000000000000001,6.1000000000000005,6.050000000000001,1,0.02958579881656815,338
6.1000000000000005,6.200000000000001,6.15,2,0.05917159763313578,338
6.200000000000001,6.300000000000001,6.250000000000001,2,0.0591715976331363,338
6.300000000000001,6.4,6.3500000000000005,1,0.02958579881656815,338
6.4,6.500000000000001,6.450000000000001,0,0,338
6.500000000000001,6.600000000000001,6.550000000000001,1,0.02958579881656789,338
6.600000000000001,6.700000000000001,6.650000000000001,0,0,338
6.700000000000001,6.800000000000001,6.750000000000001,2,0.0591715976331363,338
6.800000000000001,6.9,6.8500000000000005,2,0.0591715976331363,338
6.9,7.000000000000001,6.950000000000001,1,0.02958579881656789,338
7.000000000000001,7.100000000000001,7.050000000000001,3,0.08875739644970367,338
7.100000000000001,7.200000000000001,7.150000000000001,0,0,338
7.200000000000001,7.300000000000001,7.250000000000001,1,0.02958579881656815,338
